LineId,Time,Level,Content,EventId,EventTemplate
920,Sun Dec 04 20:11:09 2005,notice,jk2_init() Found child 1900 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>
921,Sun Dec 04 20:11:09 2005,notice,jk2_init() Found child 1901 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
922,Sun Dec 04 20:11:09 2005,notice,jk2_init() Found child 1898 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>
923,Sun Dec 04 20:11:14 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
924,Sun Dec 04 20:11:14 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
925,Sun Dec 04 20:11:14 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
926,Sun Dec 04 20:11:14 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
927,Sun Dec 04 20:11:14 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
928,Sun Dec 04 20:11:14 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
929,Sun Dec 04 20:11:14 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
930,Sun Dec 04 20:11:14 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
931,Sun Dec 04 20:16:10 2005,notice,jk2_init() Found child 1912 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>
932,Sun Dec 04 20:16:10 2005,notice,jk2_init() Found child 1915 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
933,Sun Dec 04 20:16:10 2005,notice,jk2_init() Found child 1913 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>
934,Sun Dec 04 20:16:10 2005,notice,jk2_init() Found child 1914 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>
935,Sun Dec 04 20:16:15 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
936,Sun Dec 04 20:16:15 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
937,Sun Dec 04 20:16:15 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
938,Sun Dec 04 20:16:15 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
939,Sun Dec 04 20:16:15 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
940,Sun Dec 04 20:16:15 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
941,Sun Dec 04 20:16:15 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
942,Sun Dec 04 20:16:15 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
943,Sun Dec 04 20:20:57 2005,notice,jk2_init() Found child 1931 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>
944,Sun Dec 04 20:21:09 2005,notice,jk2_init() Found child 1932 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>
945,Sun Dec 04 20:21:08 2005,notice,jk2_init() Found child 1933 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
946,Sun Dec 04 20:21:21 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
947,Sun Dec 04 20:21:31 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
948,Sun Dec 04 20:21:31 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
949,Sun Dec 04 20:21:37 2005,notice,jk2_init() Found child 1934 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>
950,Sun Dec 04 20:21:36 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
951,Sun Dec 04 20:22:09 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
952,Sun Dec 04 20:22:12 2005,notice,jk2_init() Found child 1936 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>
953,Sun Dec 04 20:22:12 2005,notice,jk2_init() Found child 1935 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>
954,Sun Dec 04 20:22:49 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
955,Sun Dec 04 20:22:52 2005,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>
956,Sun Dec 04 20:22:57 2005,notice,jk2_init() Found child 1937 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
957,Sun Dec 04 20:23:12 2005,notice,jk2_init() Found child 1938 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>
958,Sun Dec 04 20:24:45 2005,notice,jk2_init() Found child 1950 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>
959,Sun Dec 04 20:24:45 2005,notice,jk2_init() Found child 1951 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>
960,Sun Dec 04 20:24:45 2005,notice,jk2_init() Found child 1949 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
961,Sun Dec 04 20:24:45 2005,notice,jk2_init() Found child 1948 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>
962,Sun Dec 04 20:24:49 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
963,Sun Dec 04 20:24:49 2005,error,mod_jk child workerEnv in error state 8,E3,mod_jk child workerEnv in error state <*>
964,Sun Dec 04 20:24:49 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
965,Sun Dec 04 20:24:49 2005,error,mod_jk child workerEnv in error state 8,E3,mod_jk child workerEnv in error state <*>
966,Sun Dec 04 20:24:49 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
967,Sun Dec 04 20:24:49 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
968,Sun Dec 04 20:24:49 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
969,Sun Dec 04 20:24:49 2005,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>
970,Sun Dec 04 20:26:10 2005,notice,jk2_init() Found child 1957 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>
971,Sun Dec 04 20:26:53 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
972,Sun Dec 04 20:26:54 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
973,Sun Dec 04 20:26:58 2005,notice,jk2_init() Found child 1959 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>
974,Sun Dec 04 20:26:58 2005,notice,jk2_init() Found child 1958 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
975,Sun Dec 04 20:27:43 2005,notice,jk2_init() Found child 1961 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>
976,Sun Dec 04 20:28:00 2005,notice,jk2_init() Found child 1962 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
977,Sun Dec 04 20:28:00 2005,notice,jk2_init() Found child 1963 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>
978,Sun Dec 04 20:28:26 2005,notice,jk2_init() Found child 1964 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>
979,Sun Dec 04 20:28:39 2005,notice,jk2_init() Found child 1966 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
980,Sun Dec 04 20:28:39 2005,notice,jk2_init() Found child 1967 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>
981,Sun Dec 04 20:28:39 2005,notice,jk2_init() Found child 1965 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>
982,Sun Dec 04 20:29:34 2005,notice,jk2_init() Found child 1970 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
983,Sun Dec 04 20:30:59 2005,notice,jk2_init() Found child 1984 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>
984,Sun Dec 04 20:31:35 2005,notice,jk2_init() Found child 1990 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>
985,Sun Dec 04 20:32:37 2005,notice,jk2_init() Found child 1999 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
986,Sun Dec 04 20:32:37 2005,notice,jk2_init() Found child 2000 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>
987,Sun Dec 04 20:32:37 2005,notice,jk2_init() Found child 1998 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>
988,Sun Dec 04 20:32:50 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
989,Sun Dec 04 20:32:50 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
990,Sun Dec 04 20:32:50 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
991,Sun Dec 04 20:32:55 2005,error,mod_jk child workerEnv in error state 10,E3,mod_jk child workerEnv in error state <*>
992,Sun Dec 04 20:32:55 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
993,Sun Dec 04 20:32:55 2005,error,mod_jk child workerEnv in error state 10,E3,mod_jk child workerEnv in error state <*>
994,Sun Dec 04 20:33:35 2005,notice,jk2_init() Found child 2002 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>
995,Sun Dec 04 20:33:35 2005,notice,jk2_init() Found child 2001 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>
996,Sun Dec 04 20:33:47 2005,notice,jk2_init() Found child 2005 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>
997,Sun Dec 04 20:33:47 2005,notice,jk2_init() Found child 2004 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
998,Sun Dec 04 20:34:13 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
999,Sun Dec 04 20:34:14 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
1000,Sun Dec 04 20:34:20 2005,notice,jk2_init() Found child 2007 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>
1001,Sun Dec 04 20:34:20 2005,notice,jk2_init() Found child 2006 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>
1002,Sun Dec 04 20:34:21 2005,notice,jk2_init() Found child 2008 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
1003,Sun Dec 04 20:34:25 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
1004,Sun Dec 04 20:34:25 2005,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>
1005,Sun Dec 04 20:34:25 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
1006,Sun Dec 04 20:34:25 2005,error,mod_jk child workerEnv in error state 9,E3,mod_jk child workerEnv in error state <*>
1007,Sun Dec 04 20:34:25 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
1008,Sun Dec 04 20:34:25 2005,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>
1009,Sun Dec 04 20:37:29 2005,notice,jk2_init() Found child 2028 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>
1010,Sun Dec 04 20:37:29 2005,notice,jk2_init() Found child 2027 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>
1011,Sun Dec 04 20:37:29 2005,notice,jk2_init() Found child 2029 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>
1012,Sun Dec 04 20:37:46 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
1013,Sun Dec 04 20:37:46 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
1014,Sun Dec 04 20:37:49 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
1015,Sun Dec 04 20:37:49 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
1016,Sun Dec 04 20:38:10 2005,notice,jk2_init() Found child 2030 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
1017,Sun Dec 04 20:38:10 2005,notice,jk2_init() Found child 2031 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>
1018,Sun Dec 04 20:38:11 2005,notice,jk2_init() Found child 2032 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>
1019,Sun Dec 04 20:38:14 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
1020,Sun Dec 04 20:38:14 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
1021,Sun Dec 04 20:38:14 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
1022,Sun Dec 04 20:38:14 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
1023,Sun Dec 04 20:38:14 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
1024,Sun Dec 04 20:38:14 2005,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>
1025,Sun Dec 04 20:41:12 2005,notice,jk2_init() Found child 2042 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>
1026,Sun Dec 04 20:41:47 2005,notice,jk2_init() Found child 2045 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>
1027,Sun Dec 04 20:42:42 2005,notice,jk2_init() Found child 2051 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>
1028,Sun Dec 04 20:44:29 2005,notice,jk2_init() Found child 2059 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>
1029,Sun Dec 04 20:44:29 2005,notice,jk2_init() Found child 2060 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>
1030,Sun Dec 04 20:44:30 2005,notice,jk2_init() Found child 2061 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>
1031,Sun Dec 04 20:47:16 2005,notice,jk2_init() Found child 2081 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
1032,Sun Dec 04 20:47:16 2005,error,jk2_init() Can't find child 2082 in scoreboard,E5,jk2_init() Can't find child <*> in scoreboard
1033,Sun Dec 04 20:47:16 2005,notice,jk2_init() Found child 2083 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>
1034,Sun Dec 04 20:47:16 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
1035,Sun Dec 04 20:47:16 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
1036,Sun Dec 04 20:47:16 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
1037,Sun Dec 04 20:47:16 2005,error,mod_jk child init 1 -2,E6,mod_jk child init <*> <*>
1038,Sun Dec 04 20:47:16 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
1039,Sun Dec 04 20:47:16 2005,error,mod_jk child workerEnv in error state 9,E3,mod_jk child workerEnv in error state <*>
1040,Sun Dec 04 20:47:17 2005,error,jk2_init() Can't find child 2085 in scoreboard,E5,jk2_init() Can't find child <*> in scoreboard
1041,Sun Dec 04 20:47:17 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
1042,Sun Dec 04 20:47:17 2005,error,mod_jk child init 1 -2,E6,mod_jk child init <*> <*>
1043,Sun Dec 04 20:47:17 2005,error,jk2_init() Can't find child 2086 in scoreboard,E5,jk2_init() Can't find child <*> in scoreboard
1044,Sun Dec 04 20:47:17 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
1045,Sun Dec 04 20:47:17 2005,error,mod_jk child init 1 -2,E6,mod_jk child init <*> <*>
1046,Sun Dec 04 20:47:17 2005,error,jk2_init() Can't find child 2087 in scoreboard,E5,jk2_init() Can't find child <*> in scoreboard
1047,Sun Dec 04 20:47:17 2005,notice,jk2_init() Found child 2084 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>
1048,Sun Dec 04 20:47:17 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
1049,Sun Dec 04 20:47:17 2005,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>
1050,Sun Dec 04 20:47:17 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
1051,Sun Dec 04 20:47:17 2005,error,mod_jk child init 1 -2,E6,mod_jk child init <*> <*>
1052,Mon Dec 05 01:04:31 2005,error,[client 218.62.18.218] Directory index forbidden by rule: /var/www/html/,E4,[client <*>] Directory index forbidden by rule: <*>
1053,Mon Dec 05 01:30:32 2005,error,[client 211.62.201.48] Directory index forbidden by rule: /var/www/html/,E4,[client <*>] Directory index forbidden by rule: <*>
1054,Mon Dec 05 03:21:00 2005,notice,jk2_init() Found child 2760 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
1055,Mon Dec 05 03:21:02 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
1056,Mon Dec 05 03:21:02 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
1057,Mon Dec 05 03:23:21 2005,notice,jk2_init() Found child 2763 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>
1058,Mon Dec 05 03:23:24 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
1059,Mon Dec 05 03:23:24 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
1060,Mon Dec 05 03:23:24 2005,error,[client 218.207.61.7] Directory index forbidden by rule: /var/www/html/,E4,[client <*>] Directory index forbidden by rule: <*>
1061,Mon Dec 05 03:25:44 2005,notice,jk2_init() Found child 2773 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
1062,Mon Dec 05 03:25:46 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
1063,Mon Dec 05 03:25:46 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
1064,Mon Dec 05 03:36:51 2005,notice,jk2_init() Found child 2813 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>
1065,Mon Dec 05 03:36:51 2005,notice,jk2_init() Found child 2815 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>
1066,Mon Dec 05 03:36:51 2005,notice,jk2_init() Found child 2812 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
1067,Mon Dec 05 03:36:51 2005,notice,jk2_init() Found child 2811 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>
1068,Mon Dec 05 03:36:57 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
1069,Mon Dec 05 03:36:57 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
1070,Mon Dec 05 03:36:57 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
1071,Mon Dec 05 03:36:57 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
1072,Mon Dec 05 03:36:57 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
1073,Mon Dec 05 03:36:57 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
1074,Mon Dec 05 03:36:57 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
1075,Mon Dec 05 03:36:57 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
1076,Mon Dec 05 03:40:46 2005,notice,jk2_init() Found child 2823 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>
1077,Mon Dec 05 03:40:55 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
1078,Mon Dec 05 03:40:55 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
1079,Mon Dec 05 03:44:50 2005,notice,jk2_init() Found child 2824 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>
1080,Mon Dec 05 03:44:50 2005,error,[client 168.20.198.21] Directory index forbidden by rule: /var/www/html/,E4,[client <*>] Directory index forbidden by rule: <*>
1081,Mon Dec 05 03:44:50 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
1082,Mon Dec 05 03:44:50 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
1083,Mon Dec 05 03:46:38 2005,notice,jk2_init() Found child 2838 in scoreboard slot 10,E1,jk2_init() Found child <*> in scoreboard slot <*>
1084,Mon Dec 05 03:46:38 2005,notice,jk2_init() Found child 2836 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>
1085,Mon Dec 05 03:46:38 2005,notice,jk2_init() Found child 2837 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
1086,Mon Dec 05 03:46:50 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
1087,Mon Dec 05 03:47:02 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
1088,Mon Dec 05 03:47:19 2005,notice,jk2_init() Found child 2840 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>
1089,Mon Dec 05 03:47:19 2005,notice,jk2_init() Found child 2841 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
1090,Mon Dec 05 03:47:19 2005,notice,jk2_init() Found child 2842 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>
1091,Mon Dec 05 03:47:53 2005,notice,jk2_init() Found child 2846 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>
1092,Mon Dec 05 03:47:53 2005,notice,jk2_init() Found child 2843 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>
1093,Mon Dec 05 03:47:53 2005,notice,jk2_init() Found child 2844 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>
1094,Mon Dec 05 03:47:53 2005,notice,jk2_init() Found child 2845 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
1095,Mon Dec 05 03:47:54 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
1096,Mon Dec 05 03:47:54 2005,error,mod_jk child workerEnv in error state 8,E3,mod_jk child workerEnv in error state <*>
1097,Mon Dec 05 03:47:54 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
1098,Mon Dec 05 03:47:54 2005,error,mod_jk child workerEnv in error state 8,E3,mod_jk child workerEnv in error state <*>
1099,Mon Dec 05 03:47:54 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
1100,Mon Dec 05 03:47:54 2005,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>
1101,Mon Dec 05 03:47:54 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
1102,Mon Dec 05 03:47:54 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
1103,Mon Dec 05 03:50:49 2005,notice,jk2_init() Found child 2857 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>
1104,Mon Dec 05 03:50:50 2005,notice,jk2_init() Found child 2854 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>
1105,Mon Dec 05 03:50:49 2005,notice,jk2_init() Found child 2855 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>
1106,Mon Dec 05 03:50:49 2005,notice,jk2_init() Found child 2856 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
1107,Mon Dec 05 03:50:59 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
1108,Mon Dec 05 03:50:59 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
1109,Mon Dec 05 03:50:59 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
1110,Mon Dec 05 03:50:59 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
1111,Mon Dec 05 03:50:59 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
1112,Mon Dec 05 03:50:59 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
1113,Mon Dec 05 03:50:59 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
1114,Mon Dec 05 03:50:59 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
1115,Mon Dec 05 03:56:12 2005,notice,jk2_init() Found child 2866 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>
1116,Mon Dec 05 03:56:12 2005,notice,jk2_init() Found child 2867 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>
1117,Mon Dec 05 03:56:12 2005,notice,jk2_init() Found child 2865 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>
1118,Mon Dec 05 03:56:12 2005,notice,jk2_init() Found child 2864 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>
1119,Mon Dec 05 03:56:15 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
1120,Mon Dec 05 03:56:15 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>
1121,Mon Dec 05 03:56:15 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>
