LineId,Logrecord,Date,Time,Pid,Level,Component,ADDR,Content,EventId,EventTemplate
831,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:06:17.522,25746,INFO,nova.osapi_compute.wsgi.server,req-89a9360c-984b-4eea-b18f-619d5715cd1d 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.4072108",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
832,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:06:17.556,2931,INFO,nova.compute.resource_tracker,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Auditing locally available compute resources for node cp-1.slowvm1.tcloud-pg0.utah.cloudlab.us,E28,Auditing locally available compute resources for node <*>
833,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:06:18.101,2931,INFO,nova.compute.resource_tracker,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,"Total usable vcpus: 16, total allocated vcpus: 1",E41,"Total usable vcpus: <*>, total allocated vcpus: <*>"
834,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:06:18.102,2931,INFO,nova.compute.resource_tracker,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Final resource view: name=cp-1.slowvm1.tcloud-pg0.utah.cloudlab.us phys_ram=64172MB used_ram=2560MB phys_disk=15GB used_disk=20GB total_vcpus=16 used_vcpus=1 pci_stats=[],E32,Final resource view: name=<*> phys_ram=<*> used_ram=<*> phys_disk=<*> used_disk=<*> total_vcpus=<*> used_vcpus=<*> pci_stats=[]
835,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:06:18.159,2931,INFO,nova.compute.resource_tracker,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Compute_service record updated for cp-1.slowvm1.tcloud-pg0.utah.cloudlab.us:cp-1.slowvm1.tcloud-pg0.utah.cloudlab.us,E30,Compute_service record updated for <*>
836,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:06:18.774,25746,INFO,nova.osapi_compute.wsgi.server,req-44948c02-9c44-4f95-b4dd-08d7e4df65da 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2457120",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
837,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:06:19.045,25746,INFO,nova.osapi_compute.wsgi.server,req-a0e8716b-4556-4eda-8b06-0b9b11f65e74 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2657661",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
838,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:06:20.134,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): checking,E34,image <*> at (<*>): checking
839,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:06:20.135,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,"image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): in use: on this node 1 local, 0 on other nodes sharing this instance storage",E35,"image <*> at (<*>): in use: on this node <*> local, <*> on other nodes sharing this instance storage"
840,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:06:20.317,25746,INFO,nova.osapi_compute.wsgi.server,req-093db94a-7c2d-442f-be65-7f28c92b858d 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2675610",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
841,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:06:20.320,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Active base files: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,E27,Active base files: <*>
842,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:06:20.576,25746,INFO,nova.osapi_compute.wsgi.server,req-7ddd7d81-0ab9-4cd7-8791-d29551028f51 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2544250",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
843,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:06:21.840,25746,INFO,nova.osapi_compute.wsgi.server,req-96502cb9-998c-4726-aca3-c3de19a2c3c1 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2585871",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
844,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:06:22.105,25746,INFO,nova.osapi_compute.wsgi.server,req-ce6ebea3-0123-4aae-a535-4058e0fceb0c 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2613189",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
845,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:06:22.540,25743,INFO,nova.api.openstack.compute.server_external_events,req-5825bf9a-4201-4b20-a68a-f3a7e1addf40 f7b8d1f1d4d44643b07fa10ca7d021fb e9746973ac574c6b8a9e8857f56a7608 - - -,Creating event network-vif-plugged:8b683414-2896-4251-aa05-980752c9b9b3 for instance fecdd5a9-3ca0-4c82-9336-63b7774f738e,E31,Creating event network-vif-plugged:<*>-<*>-<*>-<*>-<*> for instance <*>
846,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:06:22.547,25743,INFO,nova.osapi_compute.wsgi.server,req-5825bf9a-4201-4b20-a68a-f3a7e1addf40 f7b8d1f1d4d44643b07fa10ca7d021fb e9746973ac574c6b8a9e8857f56a7608 - - -,"10.11.10.1 ""POST /v2/e9746973ac574c6b8a9e8857f56a7608/os-server-external-events HTTP/1.1"" status: 200 len: 380 time: 0.0999198",E26,"<*> ""POST <*>"" status: <*> len: <*> time: <*>.<*>"
847,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:06:22.558,2931,INFO,nova.compute.manager,req-3ea4052c-895d-4b64-9e2d-04d64c4d94ab - - - - -,[instance: fecdd5a9-3ca0-4c82-9336-63b7774f738e] VM Resumed (Lifecycle Event),E21,[instance: <*>] VM Resumed (Lifecycle Event)
848,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:06:22.565,2931,INFO,nova.virt.libvirt.driver,-,[instance: fecdd5a9-3ca0-4c82-9336-63b7774f738e] Instance spawned successfully.,E9,[instance: <*>] Instance spawned successfully.
849,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:06:22.566,2931,INFO,nova.compute.manager,req-1162e278-3bf2-4b32-93b5-9c7ec218365e 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: fecdd5a9-3ca0-4c82-9336-63b7774f738e] Took 20.32 seconds to spawn the instance on the hypervisor.,E15,[instance: <*>] Took <*>.<*> seconds to spawn the instance on the hypervisor.
850,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:06:22.689,2931,INFO,nova.compute.manager,req-3ea4052c-895d-4b64-9e2d-04d64c4d94ab - - - - -,[instance: fecdd5a9-3ca0-4c82-9336-63b7774f738e] During sync_power_state the instance has a pending task (spawning). Skip.,E7,[instance: <*>] During sync_power_state the instance has a pending task (spawning). Skip.
851,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:06:22.690,2931,INFO,nova.compute.manager,req-3ea4052c-895d-4b64-9e2d-04d64c4d94ab - - - - -,[instance: fecdd5a9-3ca0-4c82-9336-63b7774f738e] VM Resumed (Lifecycle Event),E21,[instance: <*>] VM Resumed (Lifecycle Event)
852,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:06:22.709,2931,INFO,nova.compute.manager,req-1162e278-3bf2-4b32-93b5-9c7ec218365e 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: fecdd5a9-3ca0-4c82-9336-63b7774f738e] Took 21.11 seconds to build instance.,E12,[instance: <*>] Took <*>.<*> seconds to build instance.
853,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:06:23.372,25746,INFO,nova.osapi_compute.wsgi.server,req-d30bc321-f408-400a-9c25-4425620164a0 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1910 time: 0.2625270",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
854,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:06:23.638,25746,INFO,nova.osapi_compute.wsgi.server,req-dfef2312-3d98-4d1a-bbb9-65069ce80588 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1910 time: 0.2610891",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
855,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:06:25.372,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): checking,E34,image <*> at (<*>): checking
856,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:06:25.373,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,"image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): in use: on this node 1 local, 0 on other nodes sharing this instance storage",E35,"image <*> at (<*>): in use: on this node <*> local, <*> on other nodes sharing this instance storage"
857,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:06:25.549,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Active base files: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,E27,Active base files: <*>
858,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:06:28.943,25793,INFO,nova.metadata.wsgi.server,req-875ce34e-697a-49a6-83d1-d50427627932 - - - - -,"10.11.21.131,10.11.10.1 ""GET /openstack/2012-08-10/meta_data.json HTTP/1.1"" status: 200 len: 264 time: 0.2973430",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
859,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:06:29.185,25776,INFO,nova.metadata.wsgi.server,req-56b3881f-cc53-4c33-a96e-41d2d6b2ed59 - - - - -,"10.11.21.131,10.11.10.1 ""GET /openstack/2013-10-17 HTTP/1.1"" status: 200 len: 157 time: 0.2318211",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
860,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:06:29.503,25774,INFO,nova.metadata.wsgi.server,req-410908b9-815e-4f81-be5c-3fca98c283de - - - - -,"10.11.21.131,10.11.10.1 ""GET /openstack/2013-10-17/vendor_data.json HTTP/1.1"" status: 200 len: 124 time: 0.2301619",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
861,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:06:29.830,25778,INFO,nova.metadata.wsgi.server,req-a12a3398-3d5e-4ac5-ad15-7e88582d0bb7 - - - - -,"10.11.21.131,10.11.10.1 ""GET /openstack/2013-10-17/vendor_data.json HTTP/1.1"" status: 200 len: 124 time: 0.2361510",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
862,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:06:29.844,25778,INFO,nova.metadata.wsgi.server,-,"10.11.21.131,10.11.10.1 ""GET /openstack/2013-10-17/user_data HTTP/1.1"" status: 404 len: 176 time: 0.0015490",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
863,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:06:29.860,25778,INFO,nova.metadata.wsgi.server,-,"10.11.21.131,10.11.10.1 ""GET /openstack/2013-10-17/meta_data.json HTTP/1.1"" status: 200 len: 967 time: 0.0012500",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
864,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:06:29.912,25746,INFO,nova.osapi_compute.wsgi.server,req-79fc63ab-432b-40e7-b612-fe4bb62bb25f 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""DELETE /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/fecdd5a9-3ca0-4c82-9336-63b7774f738e HTTP/1.1"" status: 204 len: 203 time: 0.2630820",E24,"<*> ""DELETE <*>"" status: <*> len: <*> time: <*>.<*>"
865,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:06:29.949,2931,INFO,nova.compute.manager,req-79fc63ab-432b-40e7-b612-fe4bb62bb25f 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: fecdd5a9-3ca0-4c82-9336-63b7774f738e] Terminating instance,E11,[instance: <*>] Terminating instance
866,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:06:30.111,25784,INFO,nova.metadata.wsgi.server,req-b16e8403-55ff-4459-93fe-3bba6e77f57c - - - - -,"10.11.21.131,10.11.10.1 ""GET /openstack/2013-10-17/meta_data.json HTTP/1.1"" status: 200 len: 967 time: 0.2374320",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
867,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:06:30.140,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): checking,E34,image <*> at (<*>): checking
868,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:06:30.141,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,"image 0673dd71-34c5-4fbb-86c4-40623fbe45b4 at (/var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742): in use: on this node 1 local, 0 on other nodes sharing this instance storage",E35,"image <*> at (<*>): in use: on this node <*> local, <*> on other nodes sharing this instance storage"
869,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:06:30.173,2931,INFO,nova.virt.libvirt.driver,-,[instance: fecdd5a9-3ca0-4c82-9336-63b7774f738e] Instance destroyed successfully.,E8,[instance: <*>] Instance destroyed successfully.
870,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:06:30.194,25746,INFO,nova.osapi_compute.wsgi.server,req-127a13a3-306e-435a-af4c-7bc12e7a8d3f 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1916 time: 0.2779312",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
871,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:06:30.334,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Active base files: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,E27,Active base files: <*>
872,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:06:30.863,2931,INFO,nova.virt.libvirt.driver,req-79fc63ab-432b-40e7-b612-fe4bb62bb25f 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: fecdd5a9-3ca0-4c82-9336-63b7774f738e] Deleting instance files /var/lib/nova/instances/fecdd5a9-3ca0-4c82-9336-63b7774f738e_del,E4,[instance: <*>] Deleting instance files <*>
873,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:06:30.865,2931,INFO,nova.virt.libvirt.driver,req-79fc63ab-432b-40e7-b612-fe4bb62bb25f 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: fecdd5a9-3ca0-4c82-9336-63b7774f738e] Deletion of /var/lib/nova/instances/fecdd5a9-3ca0-4c82-9336-63b7774f738e_del complete,E5,[instance: <*>] Deletion of <*> complete
874,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:06:30.996,2931,INFO,nova.compute.manager,req-79fc63ab-432b-40e7-b612-fe4bb62bb25f 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: fecdd5a9-3ca0-4c82-9336-63b7774f738e] Took 1.04 seconds to destroy the instance on the hypervisor.,E14,[instance: <*>] Took <*>.<*> seconds to destroy the instance on the hypervisor.
875,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:06:31.393,25746,INFO,nova.osapi_compute.wsgi.server,req-4d05bae9-8a34-42b6-98be-991eae0f992c 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1874 time: 0.1925120",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
876,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:06:31.538,2931,INFO,nova.compute.manager,req-79fc63ab-432b-40e7-b612-fe4bb62bb25f 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: fecdd5a9-3ca0-4c82-9336-63b7774f738e] Took 0.54 seconds to deallocate network for instance.,E13,[instance: <*>] Took <*>.<*> seconds to deallocate network for instance.
877,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:06:32.499,25746,INFO,nova.osapi_compute.wsgi.server,req-29e61e24-e666-401a-a46b-70449016967f 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 211 time: 0.1012239",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
878,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:06:33.575,25746,INFO,nova.api.openstack.wsgi,req-f34ca27d-611a-4561-9ed2-e54664bf0514 f7b8d1f1d4d44643b07fa10ca7d021fb e9746973ac574c6b8a9e8857f56a7608 - - -,HTTP exception thrown: No instances found for any event,E33,HTTP exception thrown: No instances found for any event
879,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:06:33.577,25746,INFO,nova.osapi_compute.wsgi.server,req-f34ca27d-611a-4561-9ed2-e54664bf0514 f7b8d1f1d4d44643b07fa10ca7d021fb e9746973ac574c6b8a9e8857f56a7608 - - -,"10.11.10.1 ""POST /v2/e9746973ac574c6b8a9e8857f56a7608/os-server-external-events HTTP/1.1"" status: 404 len: 296 time: 0.0926130",E26,"<*> ""POST <*>"" status: <*> len: <*> time: <*>.<*>"
880,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:06:35.367,2931,WARNING,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Unknown base file: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,E42,Unknown base file: <*>
881,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:06:35.368,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Removable base files: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,E36,Removable base files: <*>
882,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:06:35.370,2931,INFO,nova.virt.libvirt.imagecache,req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -,Removing base or swap file: /var/lib/nova/instances/_base/a489c868f0c37da93b76227c91bb03908ac0e742,E37,Removing base or swap file: <*>
883,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:06:42.990,25746,INFO,nova.osapi_compute.wsgi.server,req-72b4858f-049e-49e1-b31e-b562c5018eaf 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""POST /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers HTTP/1.1"" status: 202 len: 733 time: 0.4763680",E26,"<*> ""POST <*>"" status: <*> len: <*> time: <*>.<*>"
884,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:06:43.185,25746,INFO,nova.osapi_compute.wsgi.server,req-05bc2099-282b-4260-9a9c-1fa4f55e65bf 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1583 time: 0.1909380",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
885,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:06:43.297,2931,INFO,nova.compute.claims,req-72b4858f-049e-49e1-b31e-b562c5018eaf 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: 63a0d960-70b6-44c6-b606-491478a5cadf] Attempting claim: memory 2048 MB, disk 20 GB, vcpus 1 CPU",E1,"[instance: <*>] Attempting claim: memory <*> MB, disk <*> GB, vcpus <*> CPU"
886,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:06:43.298,2931,INFO,nova.compute.claims,req-72b4858f-049e-49e1-b31e-b562c5018eaf 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: 63a0d960-70b6-44c6-b606-491478a5cadf] Total memory: 64172 MB, used: 512.00 MB",E17,"[instance: <*>] Total memory: <*> MB, used: <*>.<*> MB"
887,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:06:43.298,2931,INFO,nova.compute.claims,req-72b4858f-049e-49e1-b31e-b562c5018eaf 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: 63a0d960-70b6-44c6-b606-491478a5cadf] memory limit: 96258.00 MB, free: 95746.00 MB",E10,"[instance: <*>] memory limit: <*>.<*> MB, free: <*>.<*> MB"
888,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:06:43.298,2931,INFO,nova.compute.claims,req-72b4858f-049e-49e1-b31e-b562c5018eaf 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: 63a0d960-70b6-44c6-b606-491478a5cadf] Total disk: 15 GB, used: 0.00 GB",E16,"[instance: <*>] Total disk: <*> GB, used: <*>.<*> GB"
889,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:06:43.299,2931,INFO,nova.compute.claims,req-72b4858f-049e-49e1-b31e-b562c5018eaf 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: 63a0d960-70b6-44c6-b606-491478a5cadf] disk limit not specified, defaulting to unlimited",E6,"[instance: <*>] disk limit not specified, defaulting to unlimited"
890,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:06:43.299,2931,INFO,nova.compute.claims,req-72b4858f-049e-49e1-b31e-b562c5018eaf 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: 63a0d960-70b6-44c6-b606-491478a5cadf] Total vcpu: 16 VCPU, used: 0.00 VCPU",E18,"[instance: <*>] Total vcpu: <*> VCPU, used: <*>.<*> VCPU"
891,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:06:43.300,2931,INFO,nova.compute.claims,req-72b4858f-049e-49e1-b31e-b562c5018eaf 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"[instance: 63a0d960-70b6-44c6-b606-491478a5cadf] vcpu limit not specified, defaulting to unlimited",E19,"[instance: <*>] vcpu limit not specified, defaulting to unlimited"
892,nova-compute.log.1.2017-05-16_13:55:31,2017-05-16,00:06:43.333,2931,INFO,nova.compute.claims,req-72b4858f-049e-49e1-b31e-b562c5018eaf 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,[instance: 63a0d960-70b6-44c6-b606-491478a5cadf] Claim successful,E2,[instance: <*>] Claim successful
893,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:06:43.365,25746,INFO,nova.osapi_compute.wsgi.server,req-0502af14-8377-4e21-9cce-d9138bd27e32 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1583 time: 0.1754098",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
894,nova-api.log.1.2017-05-16_13:53:08,2017-05-16,00:06:43.564,25746,INFO,nova.osapi_compute.wsgi.server,req-d5fd3b8a-3323-4f9f-9453-d74ab24c21d3 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/63a0d960-70b6-44c6-b606-491478a5cadf HTTP/1.1"" status: 200 len: 1708 time: 0.1946359",E25,"<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>"
