LineId,Month,Date,Time,Level,Component,PID,Content,EventId,EventTemplate
920,Jul,7,16:33:52,combo,ftpd,13512,connection from 202.82.200.188 () at Thu Jul  7 16:33:52 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
921,Jul,7,16:33:52,combo,ftpd,13516,connection from 202.82.200.188 () at Thu Jul  7 16:33:52 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
922,Jul,7,16:33:52,combo,ftpd,13515,connection from 202.82.200.188 () at Thu Jul  7 16:33:52 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
923,Jul,7,16:33:52,combo,ftpd,13518,connection from 202.82.200.188 () at Thu Jul  7 16:33:52 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
924,Jul,7,16:33:52,combo,ftpd,13522,connection from 202.82.200.188 () at Thu Jul  7 16:33:52 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
925,Jul,7,16:33:52,combo,ftpd,13517,connection from 202.82.200.188 () at Thu Jul  7 16:33:52 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
926,Jul,7,16:33:52,combo,ftpd,13520,connection from 202.82.200.188 () at Thu Jul  7 16:33:52 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
927,Jul,7,16:33:52,combo,ftpd,13519,connection from 202.82.200.188 () at Thu Jul  7 16:33:52 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
928,Jul,7,16:33:52,combo,ftpd,13514,connection from 202.82.200.188 () at Thu Jul  7 16:33:52 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
929,Jul,7,23:09:45,combo,ftpd,14105,connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
930,Jul,7,23:09:45,combo,ftpd,14106,connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
931,Jul,7,23:09:45,combo,ftpd,14103,connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
932,Jul,7,23:09:45,combo,ftpd,14107,connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
933,Jul,7,23:09:45,combo,ftpd,14104,connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
934,Jul,7,23:09:45,combo,ftpd,14108,connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
935,Jul,7,23:09:45,combo,ftpd,14109,connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
936,Jul,7,23:09:45,combo,ftpd,14110,connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
937,Jul,7,23:09:45,combo,ftpd,14111,connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
938,Jul,7,23:09:45,combo,ftpd,14112,connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
939,Jul,7,23:09:45,combo,ftpd,14113,connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
940,Jul,7,23:09:45,combo,ftpd,14114,connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
941,Jul,7,23:09:45,combo,ftpd,14115,connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
942,Jul,7,23:09:45,combo,ftpd,14116,connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
943,Jul,7,23:09:45,combo,ftpd,14118,connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
944,Jul,7,23:09:45,combo,ftpd,14119,connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
945,Jul,7,23:09:45,combo,ftpd,14117,connection from 221.4.102.93 () at Thu Jul  7 23:09:45 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
946,Jul,7,23:09:47,combo,ftpd,14120,connection from 221.4.102.93 () at Thu Jul  7 23:09:47 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
947,Jul,7,23:09:50,combo,ftpd,14121,connection from 221.4.102.93 () at Thu Jul  7 23:09:50 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
948,Jul,8,04:04:19,combo,su(pam_unix),14943,session opened for user cyrus by (uid=0),E102,session opened for user <*> by (uid=<*>)
949,Jul,8,04:04:19,combo,su(pam_unix),14943,session closed for user cyrus,E101,session closed for user <*>
950,Jul,8,04:04:20,combo,logrotate,,ALERT exited abnormally with [1],E8,ALERT exited abnormally with [1]
951,Jul,8,04:12:07,combo,su(pam_unix),19593,session opened for user news by (uid=0),E102,session opened for user <*> by (uid=<*>)
952,Jul,8,04:12:08,combo,su(pam_unix),19593,session closed for user news,E101,session closed for user <*>
953,Jul,8,20:14:55,combo,sshd(pam_unix),20963,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=212.0.132.20  user=test,E19,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=test
954,Jul,8,20:14:56,combo,sshd(pam_unix),20969,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=212.0.132.20  user=test,E19,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=test
955,Jul,8,20:14:56,combo,sshd(pam_unix),20968,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=212.0.132.20  user=test,E19,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=test
956,Jul,8,20:14:56,combo,sshd(pam_unix),20964,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=212.0.132.20  user=test,E19,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=test
957,Jul,9,04:04:23,combo,su(pam_unix),21991,session opened for user cyrus by (uid=0),E102,session opened for user <*> by (uid=<*>)
958,Jul,9,04:04:24,combo,su(pam_unix),21991,session closed for user cyrus,E101,session closed for user <*>
959,Jul,9,04:04:25,combo,logrotate,,ALERT exited abnormally with [1],E8,ALERT exited abnormally with [1]
960,Jul,9,04:10:11,combo,su(pam_unix),22368,session opened for user news by (uid=0),E102,session opened for user <*> by (uid=<*>)
961,Jul,9,04:10:12,combo,su(pam_unix),22368,session closed for user news,E101,session closed for user <*>
962,Jul,9,11:35:59,combo,ftpd,23028,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
963,Jul,9,11:35:59,combo,ftpd,23027,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
964,Jul,9,11:35:59,combo,ftpd,23026,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
965,Jul,9,11:35:59,combo,ftpd,23032,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
966,Jul,9,11:35:59,combo,ftpd,23030,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
967,Jul,9,11:35:59,combo,ftpd,23031,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
968,Jul,9,11:35:59,combo,ftpd,23035,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
969,Jul,9,11:35:59,combo,ftpd,23038,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
970,Jul,9,11:35:59,combo,ftpd,23037,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
971,Jul,9,11:35:59,combo,ftpd,23029,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
972,Jul,9,11:35:59,combo,ftpd,23036,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
973,Jul,9,11:35:59,combo,ftpd,23046,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
974,Jul,9,11:35:59,combo,ftpd,23048,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
975,Jul,9,11:35:59,combo,ftpd,23045,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
976,Jul,9,11:35:59,combo,ftpd,23043,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
977,Jul,9,11:35:59,combo,ftpd,23040,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
978,Jul,9,11:35:59,combo,ftpd,23044,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
979,Jul,9,11:35:59,combo,ftpd,23039,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
980,Jul,9,11:35:59,combo,ftpd,23041,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
981,Jul,9,11:35:59,combo,ftpd,23047,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
982,Jul,9,11:35:59,combo,ftpd,23033,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
983,Jul,9,11:35:59,combo,ftpd,23042,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
984,Jul,9,11:35:59,combo,ftpd,23034,connection from 211.57.88.250 () at Sat Jul  9 11:35:59 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
985,Jul,9,12:16:49,combo,ftpd,23140,connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
986,Jul,9,12:16:49,combo,ftpd,23143,connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
987,Jul,9,12:16:49,combo,ftpd,23142,connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
988,Jul,9,12:16:49,combo,ftpd,23141,connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
989,Jul,9,12:16:49,combo,ftpd,23144,connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
990,Jul,9,12:16:49,combo,ftpd,23145,connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
991,Jul,9,12:16:49,combo,ftpd,23146,connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
992,Jul,9,12:16:49,combo,ftpd,23148,connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
993,Jul,9,12:16:49,combo,ftpd,23149,connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
994,Jul,9,12:16:49,combo,ftpd,23150,connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
995,Jul,9,12:16:49,combo,ftpd,23147,connection from 211.167.68.59 () at Sat Jul  9 12:16:49 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
996,Jul,9,12:16:51,combo,ftpd,23151,connection from 211.167.68.59 () at Sat Jul  9 12:16:51 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
997,Jul,9,12:16:51,combo,ftpd,23152,connection from 211.167.68.59 () at Sat Jul  9 12:16:51 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
998,Jul,9,12:16:51,combo,ftpd,23153,connection from 211.167.68.59 () at Sat Jul  9 12:16:51 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
999,Jul,9,12:16:51,combo,ftpd,23155,connection from 211.167.68.59 () at Sat Jul  9 12:16:51 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
1000,Jul,9,12:16:51,combo,ftpd,23154,connection from 211.167.68.59 () at Sat Jul  9 12:16:51 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
1001,Jul,9,12:16:52,combo,ftpd,23156,connection from 211.167.68.59 () at Sat Jul  9 12:16:52 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
1002,Jul,9,12:16:52,combo,ftpd,23157,connection from 211.167.68.59 () at Sat Jul  9 12:16:52 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
1003,Jul,9,12:59:44,combo,ftpd,23204,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
1004,Jul,9,12:59:44,combo,ftpd,23216,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
1005,Jul,9,12:59:44,combo,ftpd,23215,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
1006,Jul,9,12:59:44,combo,ftpd,23205,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
1007,Jul,9,12:59:44,combo,ftpd,23217,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
1008,Jul,9,12:59:44,combo,ftpd,23206,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
1009,Jul,9,12:59:44,combo,ftpd,23207,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
1010,Jul,9,12:59:44,combo,ftpd,23208,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
1011,Jul,9,12:59:44,combo,ftpd,23209,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
1012,Jul,9,12:59:44,combo,ftpd,23219,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
1013,Jul,9,12:59:44,combo,ftpd,23210,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
1014,Jul,9,12:59:44,combo,ftpd,23218,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
1015,Jul,9,12:59:44,combo,ftpd,23213,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
1016,Jul,9,12:59:44,combo,ftpd,23212,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
1017,Jul,9,12:59:44,combo,ftpd,23211,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
1018,Jul,9,12:59:44,combo,ftpd,23220,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
1019,Jul,9,12:59:44,combo,ftpd,23214,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
1020,Jul,9,12:59:44,combo,ftpd,23221,connection from 81.171.220.226 () at Sat Jul  9 12:59:44 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
1021,Jul,9,12:59:45,combo,ftpd,23222,connection from 81.171.220.226 () at Sat Jul  9 12:59:45 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
1022,Jul,9,12:59:45,combo,ftpd,23223,connection from 81.171.220.226 () at Sat Jul  9 12:59:45 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
1023,Jul,9,12:59:45,combo,ftpd,23224,connection from 81.171.220.226 () at Sat Jul  9 12:59:45 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
1024,Jul,9,12:59:45,combo,ftpd,23225,connection from 81.171.220.226 () at Sat Jul  9 12:59:45 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
1025,Jul,9,12:59:45,combo,ftpd,23226,connection from 81.171.220.226 () at Sat Jul  9 12:59:45 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
1026,Jul,9,19:34:06,combo,sshd(pam_unix),23780,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root
1027,Jul,9,19:34:06,combo,sshd(pam_unix),23781,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root
1028,Jul,9,19:34:06,combo,sshd(pam_unix),23784,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root
1029,Jul,9,19:34:07,combo,sshd(pam_unix),23786,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root
1030,Jul,9,19:34:09,combo,sshd(pam_unix),23788,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root
1031,Jul,9,19:34:09,combo,sshd(pam_unix),23790,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root
1032,Jul,9,19:34:10,combo,sshd(pam_unix),23792,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root
1033,Jul,9,19:34:12,combo,sshd(pam_unix),23794,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root
1034,Jul,9,19:34:13,combo,sshd(pam_unix),23796,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root
1035,Jul,9,19:34:14,combo,sshd(pam_unix),23798,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=p15105218.pureserver.info  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root
1036,Jul,9,22:53:19,combo,ftpd,24085,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:19 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
1037,Jul,9,22:53:19,combo,ftpd,24088,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:19 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
1038,Jul,9,22:53:19,combo,ftpd,24087,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:19 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
1039,Jul,9,22:53:19,combo,ftpd,24089,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:19 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
1040,Jul,9,22:53:19,combo,ftpd,24090,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:19 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
1041,Jul,9,22:53:19,combo,ftpd,24091,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:19 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
1042,Jul,9,22:53:22,combo,ftpd,24081,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
1043,Jul,9,22:53:22,combo,ftpd,24071,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
1044,Jul,9,22:53:22,combo,ftpd,24077,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
1045,Jul,9,22:53:22,combo,ftpd,24086,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
1046,Jul,9,22:53:22,combo,ftpd,24069,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
1047,Jul,9,22:53:22,combo,ftpd,24074,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
1048,Jul,9,22:53:22,combo,ftpd,24079,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
1049,Jul,9,22:53:22,combo,ftpd,24072,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
1050,Jul,9,22:53:22,combo,ftpd,24076,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
1051,Jul,9,22:53:22,combo,ftpd,24075,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
1052,Jul,9,22:53:22,combo,ftpd,24078,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
1053,Jul,9,22:53:22,combo,ftpd,24080,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
1054,Jul,9,22:53:22,combo,ftpd,24084,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
1055,Jul,9,22:53:22,combo,ftpd,24070,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
1056,Jul,9,22:53:22,combo,ftpd,24083,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
1057,Jul,9,22:53:22,combo,ftpd,24082,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
1058,Jul,9,22:53:22,combo,ftpd,24073,connection from 206.196.21.129 (host129.206.196.21.maximumasp.com) at Sat Jul  9 22:53:22 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
1059,Jul,10,03:55:15,combo,ftpd,24513,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
1060,Jul,10,03:55:15,combo,ftpd,24512,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
1061,Jul,10,03:55:15,combo,ftpd,24519,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
1062,Jul,10,03:55:15,combo,ftpd,24514,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
1063,Jul,10,03:55:15,combo,ftpd,24515,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
1064,Jul,10,03:55:15,combo,ftpd,24516,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
1065,Jul,10,03:55:15,combo,ftpd,24517,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
1066,Jul,10,03:55:15,combo,ftpd,24521,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
1067,Jul,10,03:55:15,combo,ftpd,24520,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
1068,Jul,10,03:55:15,combo,ftpd,24522,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
1069,Jul,10,03:55:15,combo,ftpd,24518,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
1070,Jul,10,03:55:15,combo,ftpd,24523,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
1071,Jul,10,03:55:15,combo,ftpd,24524,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
1072,Jul,10,03:55:15,combo,ftpd,24525,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
1073,Jul,10,03:55:15,combo,ftpd,24526,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
1074,Jul,10,03:55:15,combo,ftpd,24527,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
1075,Jul,10,03:55:15,combo,ftpd,24528,connection from 217.187.83.139 () at Sun Jul 10 03:55:15 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>
